id,title,author,cover,price,categories,sales,stock,synopsis
56,LA CHICA DE AL LADO,JACK KETCHUM,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657795/proyecto13/laChicaDeAlLado_u7zceg.jpg,21.56,6,234,23,Esta novela fue publicada en 1989 y con ella; Jack Ketchum revolvió los cimientos de la literatura de terror./Basada en una historia real; el asesinato de Sylvia Likens en 1965; la novela nos cuenta a través de los ojos de su vecino preadolescente; David; la historia de Meg Loughlin y su hermana Susan. Ambas se mudan; tras la muerte de sus padres; a casa de Ruth Chandler y sus hijos en el verano de 1958. Lo que parece que va a ser un verano tranquilo dedicado a la pesca de cangrejos; a jugar al béisbol y a acudir a la feria; se torna en una pesadilla de tortura; abusos y violaciones orquestada por Ruth; y en la que terminan participando; en mayor o menor medida; todos los chavales del vecindario./Ketchum nos coge de la mano y nos adentra en este horror sin permitirnos apartar la mirada; haciéndonos partícipes de la cara más perversa del ser humano y nos deja con los sentimientos a flor de piel y lágrimas en los ojos.
57,LA PEQUEÑA EVE,CATRIONA WARD,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657798/proyecto13/laPeque%C3%B1aEve_u4j6h7.jpg,20.85,6,345,45,"«¿Dónde está Evelyn? Ah; ya me acuerdo. Nos quitó los ojos.»/Día de año nuevo; 1921. Siete cuerpos mutilados aparecen en un antiguo círculo de piedras en Altnaharra; una remota isla escocesa. Son ""los Niños""; miembros de un culto gobernado por una sádica figura a quien llaman ""el tío"". La única superviviente; Dinah; afirma que los ha asesinado Eve; que se habría ahogado al intentar escapar. Sin embargo; a medida que nos adentramos en la historia de Eve y Dinah hasta la masacre; va surgiendo una verdad más oscura y extraña./La isla es todo lo que los Niños conocen; el tío no permite ningún contacto con el mundo exterior. Pero el mundo está en guerra y alcanza incluso a la solitaria comunidad de Altnaharra./""Un maravilloso cuento gótico."" Sarah Pinborough"
58,EL FANTASMA DE LA OPERA,GASTON LEROUX,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657779/proyecto13/elFantasmaDeLaOpera_kwhxbg.jpg,15.15,6,4533,54,La aparición de esta obra en 1910 revolucionó el género de novela de misterio y nos regaló uno de los arquetipos más fascinantes de la literatura del siglo XX: el del genio horriblemente desfigurado que anida bajo la superficie de la gran ciudad; sucumbe al amor apasionado y maquina una terrible venganza. Mezcla de romanticismo y novela gótica; esta intensa historia de desamor; música y deformidades ha dado origen a multitud de adaptaciones; desde el musical de Broadway hasta el cine alternativo estadounidense. Erik y su máscara se han convertido por derecho propio en iconos de la cultura popular; y nos proporcionan una lectura inolvidable.
59,FRANKENSTEIN,MARY SHELLEY,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657787/proyecto13/frankestein_bz6l75.jpg,12.30,6,3455,3,Durante el lluvioso verano de 1816; cuatro de los escritores ingleses más talentosos de su tiempo se dieron cita en Villa Diodati. La mansión a orillas del lago Ginebra fue el escenario en que Lord Byron; John Polidori; Percy Bysshe Shelley y Mary Shelley se retaron a escribir una historia de terror. Aquel juego llevó a la autora londinense a crear Frankenstein; una de las grandes cimas del horror gótico y una brillante reflexión sobre la ética científica. La novela narra el intento de un joven estudiante de medicina de crear vida artificial y las terribles consecuencias de su experimento.
60,EN LAS MONTAÑAS DE LA LOCURA,FRANÇOIS BARANGER,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657784/proyecto13/enLasMontanasDeLaLocura_v3gxei.jpg,19.00,6,43,44,Fascinado por el universo Lovecraft; François Baranger abordó la tarea de poner en imágenes a sus historias principales./Arkham; 1933. El profesor Dyer; un destacado geólogo; se entera de que una expedición a la Antártida partirá pronto con la esperanza de seguir los pasos que él mismo dio en 1931. Con la esperanza de disuadirlos de tal iniciativa; Dyer relata los trágicos sucesos a los que sobrevivió en su expedición y que rechazó contar a su vuelta por miedo a que lo tomasen por loco./Paisajes de desiertos helados; criaturas indescriptibles de millones de años descubiertas en un estado anormal de conservación; extrañas estructuras geométricas en la cima de las montañas negras; las más altas del Everest... Esta historia de Lovecraft ha inspirado a generaciones de autores y directores ; desde John Carpenter hasta Guillermo del Toro.
61,EL GUARDIÁN ENTRE EL IBUPROFENO,ENFERMERA SATURADA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657780/proyecto13/elGuardianEntreElIbuprofeno_av1ltq.jpg,14.15,7,234,45,"¿Cuál es el colmo de una enfermera? Ponerse enferma. Y si esto sucede en sus días libres; es todavía peor porque no puede automedicarse y tiene que ir a su centro de salud a por recetas./Así empieza esta nueva entrega de las aventuras de Satu. Aquí descubrirás que los puntos para la bolsa de empleo son los bitcoins de la sanidad; que los pijamas también van de Erasmus ya que si echas a lavar uno del Servicio Galego de Saude pueden devolverte otro del Servicio de Salud de Castilla y León; que escuchar ""paciente independiente; orientado y colaborador"" puede producir más placer que el satisfyer y que a final de mes una enfermera con turno de noche ha visto más lunas que Joseba el de Carglass./Bienvenidos una vez más al mundo de Enfermera Saturada; porque ya sabemos que el humor no cura las heridas... pero las hace más soportables./Si no tienes claro si una enfermera que pincha en el turno de noche es una DJ. Si estás convencido de que la persona que inventa el tamaño de las pastillas no es buena persona. Si no soportas a las señoras que te dicen en qué vena tienes que pincharlas; este es tu libro."
62,EL POWER RANGER ROSA,CHRISTO CASAS,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657783/proyecto13/elPowerRangerRosa_jrfphz.jpg,13.30,7,234,0,Un joven español da tumbos por Berlín. En su teléfono conviven apps para buscar piso; trabajo y sexo. Su abuela también emigró a Alemania; pero acabó volviendo al pueblo para formar una familia. Allí es testigo de cómo su nieto hace dos descubrimientos: que es marica y que es pobre./Y no te creas que no tengo miedo de que te vayas tú a Alemania. A saber cuántos disgustos has de pasar. Pero abuela; yo soy un hombre. Sí; pero vas a enamorarte de otros hombres y es de ellos de quien no me puedo fiar. Espera; que tengo el cazo en el fuego./Un joven español llega a Berlín en busca de trabajo. Por la noche pone copas en un bar marica y por el día intenta escribir la historia de su abuela; que también vivió en Alemania hace muchos años./La voz de la anciana en la grabadora lo devuelve al pueblo manchego en el que se crió de niño. Cuando eres un niño marica no te puedes defender; porque todo el pueblo lo sabe antes de que tú lo sepas. Lo mejor es escapar; no te enfrentes a ellos; le dice su abuela. Ella también escapó hace muchos años. Huía de la violencia; en diferentes circunstancias; y también como él intentaba buscarse la vida./En la distancia inmensa que separa nuestra vida sexual de la de nuestras abuelas cabe el desengaño de comprobar que; por más que intentas volver a empezar; por más tierra que pones de por medio; te vas a pasar la vida saliendo del armario de clase. Aunque; como pasa con el otro armario; ya todo el mundo sabe que eres pobre antes de que tú lo sepas./El Guapo se puso el mote a sí mismo; claro; y todos nos callamos. El Power Ranger rosa; obviamente; soy yo. Porque aún no lo sé; pero ya soy maricón. Maricón me lo llaman a mis espaldas; supongo; como llamamos gordo al Risas o fea a la Morena. La verdad es que yo no he visto nunca los Power Rangers. Pero sé que el rosa es la chica y sé que no es bueno que me llamen chica.
63,VENGO DE URGENCIAS,FERNANDO FABIANI,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657774/proyecto13/vengoDeUrgencias_rnytj2.jpg,17.00,7,543,4,¿Sabes que si alguna vez has dicho «vengo de urgencias» es muy probable que no lo fuera? ¿Qué pasa cuando rompes aguas pero no es cosa del fontanero? ¿Por qué odiamos tanto los mocos si luego nos encantan los caracoles? ¿Es posible que alguien vaya a urgencias de un hospital por un tirón de pelos? ¿Sabes por qué ahora que todo es light estamos más gordos que nunca? ¿Tiene tanto peligro una tensión descompensada? Y sobre todo... ¿Puede matarte la burbuja de aire del suero?/Teodoro Jarcia; Teo para los amigos; es médico de familia. Para el doctor Teo no es fácil ser médico en la actualidad; pero lo sobrelleva como puede. Y como la mayoría de los médicos de nuestro país; está obligado a hacer guardias...
64,LOS MEJORES CHISTES CORTOS,SAMUEL RED,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657802/proyecto13/losMejoresChistesCortos_ogy8hx.jpg,9.31,7,543,65,Como decía Baltasar Gracián... «Lo bueno; si breve; dos veces bueno». En este volumen se encuentra la más completa selección hecha hasta ahora de chistes tan buenos como breves. Fáciles de memorizar; graciosísimos y sobre multitud de temas; adecuados para cualquier ocasión. /Una amplia gama de recursos humorísticos que; además de hacerle reír; le servirá para animar y enriquecer cualquier tipo de situación comunicativa: discursos; conferencias; reuniones...
65,LA HERENCIA DE WILT,TOM SHARPE,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657795/proyecto13/laHerenciaDeWilt_op2hoq.jpg,18.05,7,2233,23,Los problemas de Wilt nunca se acaban. Quizá; como sospecha el inspector Flint; porque está dotado de un inmenso talento para enredarse sin darse cuenta en los líos más espantosos; y de una habilidad no menos admirable para escapar de ellos revolviéndose con la inocente agilidad de una serpiente. Ahora; el politécnico en el que trabajaba ha sido ascendido a universidad; pero Wilt sigue ganando lo mismo que antes; o incluso menos; es menospreciado por no ser catedrático y continua enseñando a los eternos proletarios de siempre. Y capea como puede las espesas intrigas y luchas por el minúsculo poder académico. En casa; la cosa no está mucho mejor. Eva; su esposa; tras visitar a sus tíos de América; ha vuelto más iracunda; imperiosa y mandona que antes. Y las cuatrillizas; feroces adolescentes; dignas descendientes de su madre -y también de su padre; aunque este reniegue de su progenie-; estudian en un carísimo internado que a Wilt se le hace cuesta arriba pagar. Muy arriba. En una de las novelas más esperadas; Tom Sharpe; el misántropo más divertido de la literatura contemporánea; continúa con las desopilantes aventuras del inefable Wilt; de su tremebunda esposa; de su tremenda descendencia y; claro está; de la -¿incalificable?- sociedad que habitan.
66,PAYASOS EN LA LAVADORA,ALEX DE LA IGLESIA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657782/proyecto13/elPayasoEnLaLavadora_gfbmr6.jpg,14.25,7,543,54,La desternillante novela del director de El día de la bestia o Crimen Ferpecto./Un ordenador abandonado en la calle durante la Semana Grande de Bilbao encierra en su disco duro un contenido explosivo: la frenética narración del descenso a los infiernos de Juan Carlos Satrústegi; poeta fracasado y en paro que entrará en una delirante espiral de drogas; katxis; sexo; ertzainas; palizas y superhéroes hasta culminar en una gran gala literaria en el hotel Ercilla./Inmerso en las situaciones más inusuales; exacerbadas por la falta de sueño y los alucinógenos; y siempre a punto de precipitarse hacia la locura y el paroxismo; Satrústegi plasma sin remilgos las tenebrosas cloacas de su mente perturbada; que salta sin pudor de la Escuela de Frankfurt a Galactus; de los payasos de Micolor a Ligeti en sus razonamientos./La corrosiva fuerza imaginativa a la que nos tiene acostumbrados el director deEl día de la bestia yLa comunidad encuentra terreno fértil en los delirios aberrantes de este poeta desquiciado; devorado por la rabia y la nostalgia. Álex de la Iglesia hace gala de un humor negrísimo y fuertes dosis de envenenada mala fe en este desternillante descenso a los infiernos; donde conviven tranquilamente la cultura popular y la alta filosofía.
67,PADRE; EL ULTIMO MONO,BERTO ROMERO,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657806/proyecto13/padreElUltimoMono_tywhu8.jpg,16.10,7,343,43,Instrucciones para leer un libro de instrucciones1. Coja el libro de la estantería de la tienda de libros.2. Empiece a leerlo por delante (al revés de como lo está cogiendo ahora mismo).3. Hojéelo para ver si le interesa.4. En caso aﬁrmativo; diríjase a la caja y pague lo que le digan.Una vez en casa; descubrirá todo lo que necesita saber un padre y que; hasta ahora; nadie se atrevió a contarle. Capítulos tan útiles como: - Bienvenido a la secta- Enhorabuena. Está a punto de adquirir un producto líder- Compruebe que el producto está en perfecto estado- Instalación del producto en su casa- Complementos necesarios para el producto- Uso correcto de los otros miembros de la familia- Cargado de baterías y suministro de combustible- Habilidades básicas del producto adquirido- Puntos de cuidado y mantenimiento de su producto- Acuda a un técnico autorizado- Y el segundo; ¿para cuándo?Cuidado; este libro no es sólo humorístico; es también un libro con el que aprenderá cosas útiles. Si tiene alergia o intolerancia a nuevos conocimientos; deje el libro en la estantería.
68,EL PACIENTE SIEMPRE LLAMA DOS VECES,ENFERMERA SATURADA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657781/proyecto13/elPacienteSiempreLlamaDosVeces_xwaujs.jpg,14.15,7,343,76,«Queridas Nightingales: Nos ha tocado vivir la profesión más bonita del mundo; esa que nos hace dar más vueltas que un vendaje compresivo; esa que una ejerce las 24 horas; sobre todo cuando tus amigas tienen su primer hijo o cuando tu prima quiere saber si puede mezclar antibióticos y alcohol. Os presento mis nuevas aventuras como enfermera eventual en Madrid.»/¿En serio creías que Satu ya lo había contado todo? Las aventuras de nuestra enfermera favorita continúan. Porque los pacientes siempre llaman dos veces; pero la mujer de la bolsa de empleo solo una; y más te vale estar atenta./El suero se ha terminado; las bombas han dejado de pitar y a Satu le toca despertar del que había sido el mejor contrato de verano; o no. Porque la vida de una enfermera da más vueltas que un vendaje compresivo; y los caminos del cuidado nunca sabes por dónde te van a llevar./Enfermera Saturada se define como una enfermera española que busca hacerse un hueco en la sanidad. Empieza los turnos en Planta; baja a la UCI; sube a Prematuros y termina en Urgencias. Esta enfermera se maneja como pocas en las redes sociales; desde donde a diario decenas de miles de personas ven cómo repasa; con humor y descaro; la actualidad de su hospital y la de cualquier hospital de España.
69,EL TIEMPO ENTRE SUTURAS,ENFERMERA SATURADA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657784/proyecto13/elTiempoEntreSuturas_eas95t.jpg,14.15,7,233,43,Tras conquistar a miles de lectores con su particular visión de los hospitales y del mundo sanitario;Enfermera Saturada; «Satu»; nos abre de nuevo una puerta a la trastienda de la enfermería con su segundo libro./Desde las tiritas de dibujos hasta el turismo de oposición en busca de la plaza fija; pasando por los camisones; el esparadrapo y la cafetería del hospital; nada escapa a esta enfermera que recorre todos los días los pasillos del hospital a golpe de tuit.
70,UN GIN-TONIC PARA MAMÁ. DIARIO DE UNA MADRE DESBORDADA,GILL SIMS,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657816/proyecto13/unGintonicParaMama_dlhsji.jpg,5.65,7,345,2,Primer día de cole. Este año; lo del colegio de los niños lo voy a clavar al cien por cien. ¡Yo puedo con lo que sea!. Sí; este año va a ser sin duda mucho mejor no voy a gritar a los niños; ni que se atiborren de patatas fritas o que se pasen el día enganchados a la Tablet. Sobre todo y por encima de todo no me dejaré caer rendida en el sofá a última hora para trincarme de golpe el vino que serví a las seis de la tarde y que no he tenido oportunidad de beberme hasta ahora mientras murmuro «¡Qué asco de vida!» repetidamente mientras mi alma se marchita poco a poco./Sí; no hay duda de que este año va a ser mucho mejor; seré mucho más organizada. A ver; aún no he tenido tiempo de comprar las fiambreras ni el minimalista vestuario básico; y tendré que tomarle el gusto al té verde (me parece asqueroso); y aún no le he pillado el truquillo a lo del lápiz de ojos elegante y ligero ni a lo de hacer trenzas; pero tengo la serena convicción de que esos no son más que meros detalles dentro de mi gran plan maestro/Bienvenidos al mundo de mamá.../A papá le gustan los artilugios; al pequeño Peter y a la pequeña Jane les gusta provocar incendios; intentar matarse el uno al otro y hacer que mamá tenga que tomarse unas copas; y lo que necesita mamá es tomarse un descanso y desconectar.../Mamá ha cumplido 39 años. Lo que ve ante sí es un deprimente futuro lleno de invitaciones a asistir a clases avanzadas de yoga; y de educadísimos clubes de lectura donde todos afirman estar «contentillos» tras una copa de vino./Pero mamá no quiere adentrarse en ese crepúsculo de mujeres con peinados sensatos que «viven para sus hijos»; que compiten en el cole contándose los logros de sus retoños y que alardean de sus más recientes vacaciones; qué va; lo que hace mamá es agarrar una buena copa de vino y mascullar «¡Qué asco de vida!» una y otra vez. Hasta que recuerda la fantástica idea que se le había ocurrido...
71,CORDERO NEGRO Y HALCON GRIS,REBECCA WEST,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657776/proyecto13/corderoNegroYHalconGris_kkruih.jpg,22.80,8,3434,23,En Cordero negro y halcón gris; Rebecca West viaja por los Balcanes de entreguerras junto con su marido; y analiza con gran profundidad y perspicacia las fuerzas en juego en esa zona desde tiempos inmemoriales. La intensidad de los nacionalismos y los odios mantenidos con vida a lo largo de siglos; que se manifestarían de nuevo durante la Segunda Guerra Mundial; si bien subsumidos por el conflicto general; y que estallarían en toda su crudeza y violencia en la sangrienta Guerra de los Balcanes de 1991-2001. Pero describe también maravillosamente toda la belleza de los territorios recorridos; así como los muchos tipos de seres humanos y acontecimientos; llenos de grandeza o miseria; con los que se encuentra; en una cultura muy alejada de la de Europa Occidental; que en esos momentos empieza a vivir el auge del nazismo.
72,DESDE EL SILENCIO,EDUARDO STRAUCH; MIREYA SORIANO,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657777/proyecto13/desdeElSilencio_tyc9t2.jpg,18.05,8,423,34,Eduardo Strauch Urioste es uno de los dieciséis supervivientes del accidente aéreo ocurrido en el año 1972; cuando un avión con cuarenta y cinco personas cayó en plena cordillera de los Andes./La terrible odisea de supervivencia que significó setenta y dos días en el medio más inhóspito; sobre un glaciar a casi cuatro mil metros; sin abrigo ni alimentos; sufriendo un frío extremo; afrontando avalanchas; sin otro recurso de subsistencia que los cadáveres de sus propios amigos; es contada desde un nuevo enfoque./Volvemos a embarcarnos en aquel fatídico Fairchild… pero Desde el silencio no se ciñe únicamente a relatar lo acontecido como un viaje al pasado. Aquella dura experiencia; contada con un magistral equilibrio entre hechos y sentimientos; se transforma en un largo viaje al interior del alma humana desde el silencio de los Andes.
73,EVEREST: PORQUE ESTA AHI,ION BERASATEGI,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657786/proyecto13/evertsPorqueEstasAhi_cosq6r.jpg,18.52,8,123,3,«Everest. Porque está ahí; reúne los mejores ingredientes de todos aquellos libros que inspiraron a diversas generaciones de “conquistadores de lo inútil”. Un relato en paralelo; que gana interés y tensión a medida que avanza; donde se entrelazan las vivencias de aquellos pioneros de 1924; con las de dos escaladores modernos. En una narración con grandes dosis de humor e ironía»./Juanjo San Sebastián ¿Lograron Mallory e Irvine ser los primeros en conquistar el Everest en 1924?/Tratando de conservar el alma y el espíritu de aquella expedición; esta novela propone una versión personal de las peripecias que pudieron vivir aquellos audaces hombres que; buscando la gloria; se enfrentaron a lo desconocido./Paralelamente; nueve décadas después; dos jóvenes alpinistas parten hacia el Tíbet con la cara norte del Everest como objetivo. Su expedición; de puro estilo alpino; nada tiene que ver con la odisea a la que se enfrentaron aquellos intrépidos pioneros británicos. Pese a estar separadas por tantos años; ambas expediciones convergen enun punto que podría unirlas para siempre en los anales del alpinismo.
74,LOS DIARIOS DEL OPIO,DAVID JIMENEZ,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657801/proyecto13/losDiariosDelOpio_cdm3ow.jpg,17.95,8,45,43,Los diarios del opio sigue las huellas de escritores legendarios como Rudyard Kipling; Joseph Conrad o Graham Greene; entre otros; que quedaron hechizados por la magia de Oriente. Así; recorre los escenarios de sus libros y se embarca en una odisea para resolver el gran misterio: ¿cuál es el secreto que ha empujado a exploradores y escritores a viajar?/Un recorrido en el que David Jiménez nos descubre qué permanece del Asia que inspiró a diez grandes de la literatura. El resultado es una aventura a través de un continente en ebullición; un viaje a lo más profundo de la naturaleza humana y una búsqueda trepidante del elusivo misterio oriental.
75,PEREGRINOS DE LA BELLEZA: VIAJEROS POR ITALIA Y GRECIA,MARIA BELMONTE BARRENECHEA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657807/proyecto13/peregrinosDeLaBelleza_boipro.jpg,19.00,8,65,65,A partir del siglo xviii Italia y Grecia se convirtieron en lugares de culto y peregrinación obligada de los aristócratas jóvenes; cuya educación se consideraba incompleta hasta visitar la cuna de la cultura occidental para contemplar in situ algunos de sus mayores logros. Fue una tradición conocida como el Grand Tour; y a ella contribuyeron definitivamente obras como Viaje a Italia de Goethe; una de las primeras que atestigua la honda impresión que causaron los paisajes y las esencias mediterráneas en los habitantes de las tierras del norte.La impronta de aquellos viajeros precursores ha perdurado hasta nuestros días; y a sus últimosexponentes dedica la autora este libro: «A lo largo de los años; fruto de lecturas y búsquedasincesantes; fui conociendo a los personajes que aparecen en este libro; a los que he llamado peregrinos de la belleza. Ellos han sido mis sagaces e ilustrados mentores; quienes hanagudizado mi mirada; ensanchado mi percepción y guiado mis pasos por el Mediterráneo».
76,EL LARGO VIAJE,BERNARD MOITESSIER,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657781/proyecto13/ElLargoViaje_x4jm3z.jpg,23.75,8,65,33,En 1968 el periódico The Sunday Times de Londres; propuso organizar una regata en solitario y sin escalas alrededor del mundo a un grupo de navegantes entre los que se encontraba Bernard Moitessier. Nunca se había hecho nada parecido. Aquí se inició la insólita historia que se narra en este libro: 37.000 millas marinas para llegar? al corazón de un hombre. Esta nueva edición incluye un inestimable prólogo de Julio Villar; quien compartió escala (y muchas cosas más) con Moitessier en este largo viaje.  El largo viaje es el relato de diez meses navegando en solitario. El periplo significó una vuelta y media al mundo a través del mar; que; «según el viento; según el cielo; según que el ocaso fuera rojo o gris; ruge; murmura o gime bajo el casco». En este libro descubrimos la audacia; calculada y prudente; de un marino fuera de serie que decidió llegar hasta el límite de la resistencia humana y de la de su barco; sobre un mar a veces en calma; y a veces rugiente como una fiera. Se trata de la travesía más larga en solitario: 37.455 millas sin tocar tierra.  Además de ser el relato de una pericia que pocos hombres han asumido en la historia; este libro contiene múltiples consejos; trucos y apreciaciones para aquellos apasionados de la navegación a vela más tradicional; con un apéndice de más de 100 páginas con pautas para la preparación de una navegación sin escalas de este tipo. Esta reedición revisada; contiene además materiales inéditos como múltiples fotos que realizó el autor durante su travesía y diseños realizados por el mismo. Un testimonio de la navegación de altura sin igual.
77,UN VAGABUNDO DE LOS MARES DEL SUR,BERNARD MOITESSIER,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657816/proyecto13/unVagabundoDeLosMaresDelSur_gvnttf.jpg,22.80,8,233,34,Bernard Moitessier; a los 27 años inició su periplo náutico en solitario a bordo del Marie-Therese. En unas condiciones que asustarían hasta a los más temerarios; enfrentó el monzón durante ochenta y cinco días; antes de naufragar en las islas Chagos. Acogido luego en la isla Mauricio; trabajó durante tres años para construir el MarieTherese II; y hacerse de nuevo a la mar rumbo a Sudáfrica y las Antillas. Este libro recoge su testimonio; retratando con maestría todos los lugares donde recaló y las personas con las que tuvo la suerte de compartir su experiencia.  Nueva edición del primer libro escrito por Moitessier; navegante solitario tan admirado por su talento para navegar como para escribir. Esta edición cuenta con textos revisados; material gráfico ampliado y prólogo de Didac Costa; regatista español de la Vendee Globe en 2016 y 2020. Con esta nueva colección; GRANDES NAVEGANTES; queremos rescatar los títulos más emblemáticos de nuestra mítica 'colección amarilla'; Viajes y Expediciones. Unos relatos que nos descubren el mar en toda su sobrecogedora inmensidad y ponen de relieve la tenacidad y los valores humanos de aquellos míticos navegantes que; con pocos medios y tecnología; pusieron las bases y abrieron las rutas de la navegación oceánica deportiva de hoy en día.
78,HACIA EL SUR. VIAJES POR ESPAÑA DE VIRGINIA WOOLF,VIRGINIA WOOLF,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657788/proyecto13/haciaElSur_ikgkmg.jpg,16.05,8,655,43,En 'Hacia el sur. Viajes por España de Virginia Woolf'; se recopila por primera vez todo lo que la autora británica escribió sobre sus tres viajes por España. Dejó su impronta en su diario; cartas y en distintos ensayos que publicó. Estos textos; algunos de ellos inéditos en castellano; van más allá del viaje. Virginia Woolf muestra cómo la descripción del paisaje exterior es una prolongación del mundo interior./En estas páginas acompañará a la escritora en barco; tren y a lomos de una mula por diversos parajes del sur de España; Sevilla; Granada; las Alpujarras... Una oportunidad para profundizar en una de las grandes escritoras del siglo XX y redescubrir la tierra que habitamos un siglo después.
79,IMPRESIONES Y PAISAJES,FEDERICO GARCIA LORCA,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657790/proyecto13/impresionesYPaisajes_jjdwio.jpg,18.52,8,4433,43,Recuerdos; paisajes; figuras; escenas… Es este uno de los textos más hermosos que se ha escrito sobre nuestro país y del que se cumple un siglo desde su publicación. Una rareza en la obra juvenil de Lorca; pues precede al resto de sus obras y en el asoman ya muchos de los temas que llevará a la poesía y al teatro tiempo despues: la melancolía de la memoria; el drama de la muerte; la esencialidad de los espacios; la ensoñación; la soledad de la ruina. Ciudades como Çvila o Granada; lugares silentes; casi fantasmales; que salen al paso del caminante; al igual que las iglesias; sepulcros; aldeas austeras o jardines ensimismados; a todo ello cubre con su velo poetico este atento viajero que trata de fijar todas esas imágenes que le salen al paso.  Su experiencia neoyorquina; que cristalizará de forma póstuma en el poemario Poeta en Nueva York; el gran libro de viajes de la literatura española del primer tercio del siglo XX; cierra vitalmente su ciclo ambulante. Se incluye; a modo de broche; su propio testimonio en la ciudad y datos extraídos de su correspondencia; pues ambos periplos por España y America; que marcaron el comienzo y el final de su vida; conforman una luminosa oda al placer de viajar que no ha perdido su belleza.
80,BARCELONA ,CARLOS ZANON,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657774/proyecto13/barcelona_zefg0h.jpg,28.40,8,23,444,Baixar i pujar les Rambles; la ciutat des de les altures de Montjuïc; les novel·les i els escriptors que l-han contat; el llegat d-Antoni Gaudí; un capvespre al barri Gòtic; la mirada trapella de Pepe Carvalho i els records perduts a Horta-Guinardó. L-escriptor Carlos Zanón retrata la seva ciutat més íntima; i l-artista Lara Costafreda il·lumina el costat més humà i cosmopolita d-una capital mestissa; culta; contradictòria; i amb una permanent sensació de canvi. 
81,OSITO TITO. UN DIA EN LA GRANJA,BENJI DAVIES,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657806/proyecto13/ositoTitoUnDiaEnLaGranja_teboja.jpg,8.50,10,5343,54,Cinco mecanismos aptos para pequeñas garras; una historia rimada y muchísimo que ver; señalar y comentar en esta colección de cuentos interactivos que tiene como protagonista a Osito Tito./Si te gustan losanimales; ¡te encantará este libro!/¡Osito Tito va a echar una mano enla granja! ¡Ayúdalo a dar de comer a los cerditos; a contar los patitos y a recoger los huevos mientras canta el gallo en este divertidísimolibro con mecanismos para estirar!
82,LA OVEJITA QUE VINO A CENAR,STEVE SMALLMAN,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657797/proyecto13/laOvejitaQueVinoACenar_vtwvk9.jpg,10.40,10,545,43,Cuando un hambriento lobo recibe la inesperada visita de una pequeña  oveja; empieza a pensar en un delicioso estofado. Pero la ovejita no quiere ser la cena del lobo; quiere ser su amiga...
83,LA OVEJITA Y LA DINOAVENTURA,STEVE SMALLMAN,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657798/proyecto13/laOvejitaYLaDinoaventura_xbx031.jpg,9.45,10,676,4,Estofado; nuestra ovejita favorita; va a pasar una noche al museo de ciencias naturales; ¡donde dormirá rodeada de dinosaurios! Junto con Dobo; va a pasárselo genial y a aprender muchísimas cosas sobre la prehistoria. Diviertete con cada página y no te olvides de buscar a la ranita que se esconde en los lugares más inesperados.
84,¿PUEDO MIRAR TU PAÑAL?,GUIDO VAN GENECHTEN,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657809/proyecto13/puedoMirarTuPanal_qg5o0b.jpg,12.30,10,234,31,Un entrañable y divertido álbum ilustrado con solapas para niños que empiezan a usar el orinal./Ratón es muy curioso. Tiene que husmear todo; hasta los pañales de sus amigos. /Husmea; uno por uno; en los pañales de Liebre; Cabra; Perro; Vaca; Caballo y Cerdo. Por supuesto; sus amigos también quieren mirar el pañal de Ratón.Y se llevan una gran sorpresa.
